,SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
2772,11409,Ch Figeac,2000,750ml,https://www.wine-searcher.com/find/ch+figeac/2000/-/-/u,242.0,Westgarth Wines,2000Figeac,USA
2773,11409,Ch Figeac,2000,750ml,https://www.wine-searcher.com/find/ch+figeac/2000/-/-/u,249.95,Mission Wine & Spirits,Chateau Figeac St.Emilion1er Grand Cru2000,USA
2784,11409,Ch Figeac,2000,750ml,https://www.wine-searcher.com/find/ch+figeac/2000/-/-/u,2900.0,Westgarth Wines,2000Figeac,USA
2792,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,206.0,Wine Cellarage,2009Chateau Figeac Saint Emilion Grand Cru ClasseB,USA
2794,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,209.0,Cellaraiders,2009Figeac,USA
2798,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,215.0,Belmont Wine Exchange LLC,2009Figeac,USA
2800,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,218.0,Yankee Spirits,FIGEACSTEMILION2009,USA
2801,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,219.0,Wally's Wine & Spirits,"2009Chateau Figeac750mL,2009",USA
2806,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,229.0,Hart Davis Hart Wine Co.,"2009Chateau Figeac(750ml),St-Emilion,1ergrandcruclasse(B)",USA
2807,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,230.0,Westgarth Wines,2009Figeac,USA
2811,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,234.0,The Redd Collection,2009Ch Figeac,USA
2813,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,239.0,Benchmark Wine Group,Figeac2009,USA
2817,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,259.99,America's Wine Shop,Chateau Figeac-St.-Emilion2009,USA
2820,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,269.99,Wine.com,2009Chateau Figeac,USA
2822,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,275.55,Aabalat Fine & Rare Wines,"2009Figeac StEmilion,Red Blend",USA
2823,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,280.0,Sokolin & Co.,2009Figeac,USA
2827,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,294.99,Rye Brook Wine & Spirit Shop,"Chateau-Figeac StEmilion2009,Bordeaux,St.Emilion",USA
2828,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,295.0,"Sotheby's Wine New York, Retail","2009Figeac,Saint Emilion",USA
2829,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,296.34,Saratoga Wine Exchange,"2009Chateau Figeac St.Emilion,France,Bordeaux,Saint Emilion",USA
2830,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,299.0,Calvert Woodley,Chateau Figeac-St.-Emilion2009(750ml),USA
2831,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,299.99,"Total Wine & More, Millenia","2009Chateau Figeac StEmilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France",USA
2832,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,299.99,"Total Wine & More, Sacramento Arden","2009Chateau Figeac StEmilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France",USA
2833,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,299.99,"Total Wine & More, S. Las Vegas Blvd","2009Chateau Figeac StEmilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France",USA
2834,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,299.99,"Total Wine & More, Bellevue","2009Chateau Figeac StEmilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France",USA
2835,11410,Ch Figeac,2009,750ml,https://www.wine-searcher.com/find/ch+figeac/2009/-/-/u,300.0,Millesima - USA,"Chateau Figeac2009,Saint-Emilion,1ergrandcruclasse""B"",Red",USA
2844,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,129.0,Benchmark Wine Group,Grand Puy Lacoste1996,USA
2845,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,129.0,IronGate.Wine,1996Grand Puy Lacoste-750mL,USA
2846,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,129.98,Wine Exchange,Grand Puy Lacoste Pauillac1996,USA
2848,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,133.0,The Redd Collection,1996Ch Grand-Puy-Lacoste,USA
2849,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,135.0,Vinfolio,1996Grand-Puy-Lacoste750ML,USA
2852,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,144.0,Fine Wines International,"1996Chateau Grand-Puy-Lacoste,Pauillac,France750ml",USA
2853,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,144.0,Wine Cellarage,1996Chateau Grand Puy Lacoste Pauillac Cinquieme Cru,USA
2854,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,165.0,Sokolin & Co.,1996Grand Puy Lacoste,USA
2857,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,195.0,"Sotheby's Wine New York, Retail","1996Grand Puy Lacoste,Pauillac",USA
2877,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,1647.99,Flickinger Wines,1996Ch.Grand Puy Lacoste Pauillac,USA
2879,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,1716.0,Wine Cellarage,1996Chateau Grand-Puy-Lacoste[Future Arrival],USA
2880,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,1776.0,Wine Cellarage,1996Chateau Grand Puy Lacoste Pauillac Cinquieme Cru[Future Arrival],USA
2882,11411,Ch Grand-Puy-Lacoste,1996,750ml,https://www.wine-searcher.com/find/ch+grand-puy-lacoste/1996/-/-/u,1899.0,Sokolin & Co.,1996Grand Puy Lacoste,USA
2892,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,135.0,Vinfolio,2000Grand-Puy-Lacoste750ML,USA
2895,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,140.0,THE ODD WINE CO. LLC,2000GRANDPUYLACOSTE Pauillac,USA
2898,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,145.0,Cellaraiders,2000Grand Puy Lacoste,USA
2899,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,146.0,EC Cellars LLC,"2000Chateau Grand-Puy-Lacoste,Pauillac,France",USA
2900,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,146.0,Westgarth Wines,2000Grand Puy Lacoste,USA
2902,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,148.0,The Redd Collection,2000Ch Grand-Puy-Lacoste,USA
2904,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,149.0,Benchmark Wine Group,Grand Puy Lacoste2000,USA
2905,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,149.0,Sokolin & Co.,2000Grand Puy Lacoste,USA
2906,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,150.0,Mt. Carmel Wine & Spirits Co.,2000Chateau Grand Puy Lacoste,USA
2908,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,167.0,Kogod Wine Merchant,2000Grand Puy Lacoste Pauillac,USA
2911,11412,Ch Grand-Puy-Lacoste,2000,750ml,https://www.wine-searcher.com/find/ch+grand+puy+lacoste/2000/-/-/u,295.0,"Manhattan Wine Company, LLC.",Chateau Grand-Puy-Lacoste-Pauillac2000(1.5Liter),USA
2951,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,195.0,Belmont Wine Exchange LLC,1986Gruaud Larose,USA
2952,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,195.0,Clarets,1986Gruaud Larose,USA
2953,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,198.99,VintageWineNow.com,1986Gruaud Larose,USA
2954,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,199.0,Acker Merrall & Condit New York Retail,1986Gruaud Larose,USA
2955,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,199.89,Vinfolio,1986Gruaud Larose750ML,USA
2956,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,210.0,Fine Wines International,"1986Chateau Gruaud-Larose,Saint-Julien,France750ml",USA
2957,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,221.0,The Redd Collection,1986Ch Gruaud-Larose,USA
2959,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,250.55,Aabalat Fine & Rare Wines,"1986Gruaud Larose StJulien,Red Blend",USA
2960,11413,Ch Gruaud-Larose,1986,750ml,https://www.wine-searcher.com/find/ch+gruaud+larose/1986/-/-/u,259.0,Sokolin & Co.,1986Gruaud Larose,USA
2969,11414,Ch Guiraud,1990,375ml,https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u,45.0,Sokolin & Co.,1990Guiraud,USA
2973,11414,Ch Guiraud,1990,375ml,https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u,69.0,The Redd Collection,1990Ch Guiraud,USA
2974,11414,Ch Guiraud,1990,375ml,https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u,74.0,Vinfolio,1990Guiraud750ML,USA
2975,11414,Ch Guiraud,1990,375ml,https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u,80.0,Sokolin & Co.,1990Guiraud,USA
2978,11414,Ch Guiraud,1990,375ml,https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u,89.99,K&L Wine Merchants,1990Guiraud Sauternes,USA
2984,11414,Ch Guiraud,1990,375ml,https://www.wine-searcher.com/find/ch+guiraud/1990/-/-/u,154.99,Grand Vin Wine Merchants US,Guiraud1990(750ML)Ex-Chateau Sauternes,USA
2994,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,234.0,The Redd Collection,2009Ch Haut-Bailly,USA
2997,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,245.0,Guido's Wine,"Chateau Haut-Bailly2009,750ml",USA
2998,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,248.0,Wine Cellarage,2009Chateau Haut Bailly Pessac Leognan Grand Cru Classe,USA
2999,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,249.94,JJ Buckley Fine Wines,"2009Haut Bailly Bordeaux Blend,Pessac Leognan",USA
3000,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,249.97,"Total Wine & More, S. Las Vegas Blvd","2009Chateau Haut Bailly Pessac,Bordeaux Blend,Pessac-Leognan,Bordeaux,France",USA
3003,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,257.0,Westgarth Wines,2009Haut Bailly,USA
3006,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,284.99,K&L Wine Merchants,2009Haut-Bailly Pessac-Leognan,USA
3007,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,285.0,Morrell & Company,"Haut Bailly Pessac-Leognan2009(750ML),Pessac Leognan",USA
3009,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,287.89,Aabalat Fine & Rare Wines,"2009Haut Bailly Pessac Leognan,Red Blend",USA
3010,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,289.0,Sokolin & Co.,2009Haut Bailly,USA
3011,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,299.0,Wally's Wine & Spirits,"2009Chateau Haut Bailly750mL,2009",USA
3012,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,300.74,Saratoga Wine Exchange,"2009Chateau Haut Bailly Pessac Leognan,France,Bordeaux,Graves",USA
3017,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,495.0,The Rare Wine Co.,2009Chateau Haut-Bailly1.5L,USA
3020,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,860.0,K&L Wine Merchants,2009Haut-Bailly Pessac-Leognan3-PackinOWC,USA
3025,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,1700.0,K&L Wine Merchants,2009Haut-Bailly Pessac-Leognan6-packinOWC,USA
3035,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,3075.0,Westgarth Wines,2009Haut Bailly,USA
3036,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,3400.0,K&L Wine Merchants,2009Haut-Bailly Pessac-Leognan12-PackinOWC,USA
3037,11415,Ch Haut-Bailly,2009,750ml,https://www.wine-searcher.com/find/ch+haut-bailly/2009/-/-/u,3490.8,Saratoga Wine Exchange,"2009Chateau Haut Bailly Pessac Leognan,France,Bordeaux,Graves",USA
3039,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,74.95,"Sotheby's Wine New York, Retail","2010Haut Bailly,Pessac-Leognan",USA
3053,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,144.0,Yankee Spirits,HAUTBAILLYPESSACLEOGNAN2010,USA
3054,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,149.0,WineMadeEasy.com (Prestige Wine),Chateau Haut-Bailly Pessac-Leognan2010/750ml.Southern Bordeaux,USA
3055,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,149.99,Shawn Fine Wines and Spirits,Chateau Haut-Bailly-Grand Cru2010,USA
3058,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,152.0,The Redd Collection,2010Ch Haut-Bailly,USA
3059,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,152.0,Westgarth Wines,2010Haut Bailly,USA
3061,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,155.0,Benchmark Wine Group,Haut Bailly2010,USA
3062,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,158.0,European Wine Resource,2010Haut Bailly,USA
3063,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,158.99,Grand Vin Wine Merchants US,Haut Bailly2010(750ML)Pessac Leognan,USA
3064,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,159.0,Vinfolio,2010Haut-Bailly750ML,USA
3065,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,159.0,"Sotheby's Wine New York, Retail","2010Haut Bailly,Pessac-Leognan",USA
3068,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,159.94,JJ Buckley Fine Wines,"2010Haut Bailly Bordeaux Blend,Pessac Leognan",USA
3069,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,159.99,America's Wine Shop,Chateau Haut-Bailly-Pessac-Leognan2010,USA
3070,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,159.99,WineDeals.com Premier Wine & Spirits,Chateau Haut-Bailly Pessac-Leognan2010/750ml.,USA
3075,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,164.99,Millesima - USA,"Chateau Haut-Bailly2010,Pessac-Leognan,Cruclasse,Red",USA
3077,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,169.0,Hart Davis Hart Wine Co.,"2010Chateau Haut-Bailly(750ml),Pessac-Leognan",USA
3082,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,179.0,Sokolin & Co.,2010Haut Bailly,USA
3083,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,179.99,Ludwigs Fine Wine,Chateau Haut-Bailly Grand Cru Classe2010750ml,USA
3084,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,179.99,Wally's Wine & Spirits,"2010Chateau Haut Bailly750mL,2010",USA
3085,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,179.99,Wine.com,2010Chateau Haut-Bailly,USA
3086,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,180.0,WineTransit.com Premium Wine & Spirits,Chateau Haut-Bailly Pessac-Leognan2010/750ml.,USA
3088,11416,Ch Haut-Bailly,2010,750ml,https://www.wine-searcher.com/find/ch+haut+bailly/2010/-/-/u,194.95,Aabalat Fine & Rare Wines,"2010Haut Bailly Pessac Leognan,Red Blend",USA
3102,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,525.0,Fine Wines International,"1986Chateau Haut-Brion,Pessac-Leognan,France750ml",USA
3103,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,525.0,Cellaraiders,1986Haut Brion,USA
3107,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,574.95,Vinfolio,1986Haut-Brion750ML,USA
3108,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,582.0,The Redd Collection,1986Ch Haut-Brion,USA
3109,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,599.0,Kogod Wine Merchant,1986Haut Brion,USA
3110,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,599.95,Crush Wine & Spirits,1986Chateau Haut-Brion750ml,USA
3111,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,599.99,"Wine Library, Springfield, NJ","1986Chateau Haut Brion Pessac Leognan,Bordeaux",USA
3112,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,599.99,Raeders Wines & Liquors,"1986Chateau Haut-Brion Pessac Leognan,France,Bordeaux,Graves,Red",USA
3113,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,599.99,Artisan Wine Depot,"Chateau Haut-Brion Pessac-Leognan Premier Grand Cru1986(Graves,Bordeaux,France)-[RP93],Haut Brion",USA
3114,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,624.99,"Zachys Wine and Liquor, Inc.",Haut Brion1986(750ML),USA
3116,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,651.0,EC Cellars LLC,"1986Chateau Haut-Brion,Pessac-Leognan,France,[nickedlabel]",USA
3118,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,665.0,Sokolin & Co.,1986Haut Brion,USA
3119,11417,Ch Haut-Brion,1986,750ml,https://www.wine-searcher.com/find/ch+haut-brion/1986/-/-/u,698.0,EC Cellars LLC,"1986Chateau Haut-Brion,Pessac-Leognan,France,OWC",USA
3130,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,585.0,Sokolin & Co.,2005Haut Brion,USA
3150,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,849.0,Benchmark Wine Group,Haut Brion2005,USA
3153,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,858.0,The Redd Collection,2005Ch Haut-Brion,USA
3155,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,875.0,Cellaraiders,2005Haut Brion,USA
3157,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,895.0,Vinfolio,2005Haut-Brion750ML,USA
3161,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,989.0,Sokolin & Co.,2005Haut Brion,USA
3162,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,995.0,"Sotheby's Wine New York, Retail","2005Haut Brion,Pessac-Leognan",USA
3163,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,999.0,WineMadeEasy.com (Prestige Wine),"Chateau Haut-Brion,Pessac-Leognan2005/750ml.Southern Bordeaux",USA
3166,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1039.99,Winesanywhere,"2005Chateau Haut Brion Pessac Leognan,France,Bordeaux,Graves,Red",USA
3167,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1050.0,Grand Vin Wine Merchants US,Haut Brion2005(750ML)Pessac Leognan,USA
3169,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1109.84,Saratoga Wine Exchange,"2005Chateau Haut Brion Pessac Leognan,France,Bordeaux,Graves",USA
3170,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1149.99,Astor Wines,"2005Ch.Haut-Brion,Pessac-Leognan,Graves,France,Red",USA
3171,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1150.0,Morrell & Company,"Haut Brion Pessac-Leognan2005750ML*,Pessac Leognan",USA
3172,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1150.0,Domaine Franey Wines & Spirits,"Chateau-Haut-Brion Pessac Leognan2005,Bordeaux,Pessac-Leognan",USA
3174,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1278.89,Aabalat Fine & Rare Wines,"2005Haut Brion Pessac Leognan,Red Blend",USA
3175,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1499.99,67 Wine & Spirits NY,Chateau Haut Brion-Pessac Leognan2005(1.5Liter),USA
3177,11418,Ch Haut-Brion,2005,750ml,https://www.wine-searcher.com/find/ch+haut+brion/2005/-/-/u,1699.0,Benchmark Wine Group,Haut Brion20051.5L,USA
